ID,Fleet,Status,Gross_Amount,Trip_Adjusted,Promo_Code,Discount_Applied,Existing_Passenger
339504,RideShare,Meter Off,11,No,,0,Yes
339503,Discount Cab,Meter Off,29,No,,0,Yes
339502,Discount Cab,Meter Off,12,No,,0,Yes
339501,Discount Cab,Meter Off,9,Yes,,0,Yes
339500,RideShare,Meter Off,3,No,OPEN,10,No
339499,Discount Cab,Meter Off,20,No,,0,Yes
339498,Van,Unable To Match,0,No,,,
339497,RideShare,Meter Off,13,No,57774,10,Yes
339496,Discount Cab,Meter Off,27,No,,0,Yes
339495,Discount Cab,Meter Off,58,No,,0,Yes
339494,Discount Cab,Meter Off,18,No,,0,Yes
339493,Discount Cab,Meter Off,20,No,,0,Yes
339492,Discount Cab,Meter Off,18,No,,0,Yes
339491,Black,Meter Off,0,No,FREEBWIN1,63,Yes
339490,Discount Cab,Meter Off,13,No,DCWEB,4,No
339489,RideShare,Meter Off,18,No,FB10,10,Yes
339488,Discount Cab,Meter Off,23,No,,0,Yes
339487,Discount Cab,Meter Off,11,No,,0,Yes
339486,Discount Cab,Meter Off,19,No,,0,Yes
339485,Discount Cab,Cancelled,10,No,,,
339484,RideShare,Meter Off,0,No,1412133,10,No
339483,Discount Cab,Meter Off,21,No,,0,Yes
339482,Discount Cab,Cancelled,0,No,,,
339481,RideShare,Meter Off,14,No,,0,Yes
339480,RideShare,Meter Off,60,No,,0,Yes
339479,RideShare,Meter Off,1,No,OLDTOWN20,20,No
339478,Discount Cab,Meter Off,11,No,FB10,10,No
339477,RideShare,Unable To Match,0,No,,,
339476,RideShare,Meter Off,7,No,OPEN,10,Yes
339475,Discount Cab,Meter Off,26,No,,0,Yes
339474,RideShare,Meter Off,12,No,1401164,10,No
339471,Discount Cab,Meter Off,29,No,,0,Yes
339470,RideShare,Meter Off,13,No,,0,Yes
339469,Discount Cab,Meter Off,21,No,,0,Yes
339468,Discount Cab,Cancelled,10,No,,,
339467,Discount Cab,Meter Off,102,No,DC10,10,No
339466,RideShare,Meter Off,7,No,,0,Yes
339465,Discount Cab,Meter Off,26,No,,0,Yes
339464,Discount Cab,Meter Off,26,No,,0,Yes
339463,Discount Cab,Unable To Match,0,No,,,
339462,Cab,Meter Off,4,No,TWEETDEAL,20,No
339461,Discount Cab,Meter Off,13,No,1202042,10,No
339460,Discount Cab,Meter Off,30,No,,0,Yes
339459,RideShare,Meter Off,11,No,,0,Yes
339458,Discount Cab,Meter Off,20,No,1310161,10,Yes
339457,RideShare,Meter Off,0,No,UOASTUDENT,6,Yes
339456,Discount Cab,Meter Off,21,No,,0,Yes
339455,Discount Cab,Meter Off,13,No,,0,Yes
339454,SUV,Meter Off,0,No,FREEBWIN1,71,Yes
339453,Discount Cab,Unable To Auth,0,No,,,
339452,Discount Cab,Meter Off,15,No,PHOENIX,10,Yes
339451,Discount Cab,Meter Off,4,No,DC10,10,No
339450,Discount Cab,Meter Off,7,No,DC10,10,No
339449,RideShare,Meter Off,7,No,,0,Yes
339448,Discount Cab,Meter Off,20,No,,0,Yes
339447,RideShare,Meter Off,6,No,,0,Yes
339446,Discount Cab,Meter Off,13,No,,0,Yes
339445,Accessible Van,Unable To Match,0,No,,,
339444,Discount Cab,Meter Off,29,No,,0,Yes
339443,RideShare,Meter Off,6,No,,0,Yes
339442,Discount Cab,Meter Off,18,No,,0,Yes
339441,Discount Cab,Meter Off,46,No,,0,Yes
339440,RideShare,Meter Off,11,No,,0,Yes
339439,Discount Cab,Meter Off,9,No,OPEN,10,Yes
339438,Discount Cab,Meter Off,28,No,,0,Yes
339437,Discount Cab,Meter Off,45,No,,0,Yes
339436,Black,Meter Off,0,No,2POINTBNYE,93,No
339435,Cab,Cancelled,0,No,,,
339434,RideShare,Meter Off,14,No,,0,Yes
339433,Discount Cab,Meter Off,21,No,,0,Yes
339432,RideShare,Meter Off,14,No,,0,Yes
339431,Discount Cab,Cancelled,10,No,,,
339430,Discount Cab,Meter Off,17,No,,0,Yes
339429,Discount Cab,Unable To Auth,0,No,,,
339428,RideShare,Meter Off,32,No,,0,Yes
339427,Discount Cab,Meter Off,11,No,,0,Yes
339426,Discount Cab,Meter Off,22,No,,0,Yes
339425,Discount Cab,Cancelled,10,No,,,
339424,RideShare,Meter Off,0,No,BIGGAME,7,Yes
339423,Discount Cab,Meter Off,18,No,,0,Yes
339422,RideShare,Meter Off,11,No,,0,Yes
339421,Discount Cab,Meter Off,26,No,,0,Yes
339420,Cab,Meter Off,9,No,2PB10,10,Yes
339419,Discount Cab,Meter Off,13,No,,0,Yes
339418,Discount Cab,Meter Off,11,No,HAPPY,3,No
339417,Discount Cab,Meter Off,15,No,,0,Yes
339416,Discount Cab,Unable To Match,0,No,,,
339415,Discount Cab,Unable To Auth,0,No,,,
339414,Discount Cab,Cancelled,0,No,,,
339413,Discount Cab,Meter Off,14,No,,0,Yes
339412,Discount Cab,Cancelled,0,No,,,
339411,Discount Cab,Meter Off,34,No,,0,Yes
339410,Discount Cab,Meter Off,11,No,1310066,10,No
339409,Discount Cab,Unable To Auth,0,No,,,
339408,Discount Cab,Unable To Auth,0,No,,,
339407,Discount Cab,Meter Off,30,No,,0,Yes
339406,Discount Cab,Meter Off,16,No,,0,Yes
339405,RideShare,Meter Off,13,No,,0,Yes
339404,Discount Cab,Meter Off,16,No,,0,Yes
339403,Discount Cab,Meter Off,9,No,,0,Yes
339402,Black,Unable To Match,0,No,,,
339401,Discount Cab,Meter Off,4,No,DC10,10,Yes
339400,Black,Cancelled,0,No,,,
339399,Accessible Van,Unable To Match,0,No,,,
339398,Accessible Van,Unable To Match,0,No,,,
339397,Discount Cab,Meter Off,8,No,PHOENIX,10,No
339396,RideShare,Meter Off,7,No,HOLIDAY,20,No
339395,Discount Cab,Meter Off,45,Yes,,0,Yes
339394,Discount Cab,Cancelled,0,Yes,,,
339393,RideShare,Meter Off,6,No,,0,Yes
339392,Discount Cab,Meter Off,22,No,ASU1,20,No
339391,Discount Cab,Cancelled,0,No,,,
339390,RideShare,Meter Off,7,No,,0,Yes
339389,Discount Cab,Meter Off,12,No,,0,Yes
339388,Black,Meter Off,0,No,FREEBWIN1,63,Yes
339387,Discount Cab,Unable To Match,0,No,,,
339386,Discount Cab,Meter Off,26,No,,0,Yes
339385,Discount Cab,Meter Off,19,No,,0,Yes
339384,Discount Cab,Unable To Match,0,No,,,
339383,Cab,Meter Off,17,No,,0,Yes
339382,Discount Cab,Meter Off,34,No,,0,Yes
339381,Discount Cab,Meter Off,25,No,,0,Yes
339380,Discount Cab,Meter Off,5,No,DC10,10,No
339379,Discount Cab,Meter Off,23,No,,0,Yes
339378,Discount Cab,Meter Off,0,No,DC10,9,No
339377,Discount Cab,Unable To Match,0,No,,,
339376,Discount Cab,Unable To Match,0,No,,,
339375,Discount Cab,Meter Off,28,No,,0,Yes
339374,Discount Cab,Meter Off,59,No,,0,Yes
339373,RideShare,Meter Off,10,No,,0,Yes
339372,RideShare,Meter Off,15,No,,0,Yes
339371,Discount Cab,Meter Off,12,Yes,,0,Yes
339370,Discount Cab,Meter Off,11,No,1412157,10,Yes
339369,Discount Cab,Meter Off,16,No,,0,Yes
339368,Discount Cab,Meter Off,13,No,,0,Yes
339367,Discount Cab,Meter Off,15,No,OPEN,10,No
339366,RideShare,Meter Off,9,No,,0,Yes
339365,Discount Cab,Unable To Match,0,No,,,
339364,RideShare,Meter Off,36,No,,0,Yes
339363,Discount Cab,Meter Off,26,No,,0,Yes
339362,Discount Cab,Meter Off,29,No,,0,Yes
339361,Discount Cab,Meter Off,7,No,DC10,10,No
339360,Discount Cab,Cancelled,0,No,,,
339359,Discount Cab,Meter Off,23,No,,0,Yes
339358,Discount Cab,Meter Off,23,No,,0,Yes
339357,Discount Cab,Meter Off,23,No,,0,Yes
339356,Discount Cab,Meter Off,4,No,1407105,10,Yes
339355,Discount Cab,Meter Off,14,No,,0,Yes
339353,Discount Cab,Meter Off,4,No,1409190,10,No
339352,Discount Cab,Unable To Match,0,No,,,
339351,RideShare,Meter Off,6,No,,0,Yes
339350,Discount Cab,Unable To Match,0,No,,,
339349,Discount Cab,Unable To Match,0,No,,,
339348,Discount Cab,Cancelled,0,Yes,,,
339347,Discount Cab,Meter Off,21,No,DC10,10,No
339346,Discount Cab,Meter Off,1,No,EAST,20,No
339345,RideShare,Meter Off,5,No,HAPPY,2,Yes
339344,RideShare,Meter Off,8,No,,0,Yes
339343,Discount Cab,Meter Off,15,No,1402138,10,No
339342,Discount Cab,Meter Off,27,No,,0,Yes
339341,Discount Cab,Meter Off,36,No,,0,Yes
339340,Discount Cab,Meter Off,29,No,,0,Yes
339339,Discount Cab,Meter Off,22,No,,0,Yes
339338,Discount Cab,Unable To Auth,0,No,,,
339337,Discount Cab,Meter Off,17,No,,0,Yes
339336,Discount Cab,Meter Off,0,No,PHX20,18,No
339335,RideShare,Unable To Auth,0,No,,,
339334,Discount Cab,Unable To Auth,0,No,,,
339333,Discount Cab,Meter Off,14,No,,0,Yes
339332,Accessible Van,Meter Off,23,No,HAPPY,8,Yes
339331,RideShare,Meter Off,6,No,,0,Yes
339330,Discount Cab,Meter Off,53,Yes,DC10,10,No
339329,Accessible Van,Unable To Match,0,No,,,
339328,Accessible Van,Unable To Match,0,No,,,
339327,Discount Cab,Meter Off,9,No,,0,Yes
339326,RideShare,Meter Off,23,No,PHOENIX,10,Yes
339325,RideShare,Meter Off,20,No,,0,Yes
339324,Discount Cab,Meter Off,21,No,FB10,10,Yes
339323,Discount Cab,Meter Off,5,No,1402152,10,No
339322,Discount Cab,Cancelled,10,No,,,
339321,Discount Cab,Cancelled,0,No,,,
339320,Black,Meter Off,0,No,2pbemployee,15,Yes
339319,RideShare,Meter Off,6,No,PHOENIX,10,Yes
339318,Discount Cab,Meter Off,34,No,DC10,10,No
339317,RideShare,Unable To Auth,0,No,,,
339316,Discount Cab,Meter Off,86,Yes,,0,Yes
339315,Discount Cab,Meter Off,9,No,,0,Yes
339314,Discount Cab,Meter Off,16,No,,0,Yes
339313,Discount Cab,Cancelled,0,No,,,
339312,Black,Meter Off,0,No,2pbemployee,15,Yes
339311,Discount Cab,Unable To Auth,0,No,,,
339310,Discount Cab,Meter Off,7,No,DC10,10,No
339309,Discount Cab,Meter Off,22,No,PHOENIX,10,No
339308,RideShare,Meter Off,13,No,DCWEB,4,No
339307,Discount Cab,Meter Off,39,No,,0,Yes
339306,Discount Cab,Meter Off,18,No,,0,Yes
339305,Discount Cab,Meter Off,13,No,DC10,10,No
339304,Discount Cab,Meter Off,19,No,,0,Yes
339303,Discount Cab,Meter Off,7,No,1310066,10,No
339302,Discount Cab,Meter Off,0,No,HOLIDAY,19,Yes
339301,RideShare,Meter Off,7,No,,0,Yes
339300,RideShare,Unable To Auth,0,No,,,
339299,Discount Cab,Meter Off,29,No,,0,Yes
339298,RideShare,Unable To Auth,0,No,,,
339297,Discount Cab,Meter Off,13,No,,0,Yes
339296,Discount Cab,Meter Off,16,No,,0,Yes
339295,Discount Cab,Meter Off,11,No,,0,Yes
339294,RideShare,Meter Off,4,No,1205221,10,No
339293,RideShare,Meter Off,15,No,,0,Yes
339292,Discount Cab,Meter Off,17,No,704065,10,No
339291,Discount Cab,Meter Off,14,No,,0,Yes
339290,Discount Cab,Cancelled,0,No,,,
339289,Discount Cab,Meter Off,22,No,,0,Yes
339288,Discount Cab,Meter Off,26,No,,0,Yes
339287,Discount Cab,Meter Off,12,No,1006144,10,Yes
339286,Discount Cab,Meter Off,32,No,,0,Yes
339285,Discount Cab,Meter Off,11,No,,0,Yes
339284,RideShare,Meter Off,15,No,,0,Yes
339283,Discount Cab,Meter Off,15,No,,0,Yes
339282,Discount Cab,Meter Off,22,No,,0,Yes
339281,RideShare,Meter Off,7,No,,0,Yes
339279,Discount Cab,Unable To Match,0,No,,,
339278,Discount Cab,Meter Off,15,No,,0,Yes
339277,Discount Cab,Meter Off,14,No,1410160,10,No
339276,Discount Cab,Meter Off,22,No,,0,Yes
339275,Discount Cab,Meter Off,13,No,DCWEB,4,No
339274,Accessible Van,Unable To Match,0,No,,,
339273,Discount Cab,Meter Off,40,No,DCWEB,11,No
339272,Discount Cab,Meter Off,30,No,EAST,20,Yes
339271,Discount Cab,Meter Off,19,No,,0,Yes
339270,SUV,Meter Off,0,No,FREEBWIN1,76,Yes
339269,RideShare,Unable To Auth,0,No,,,
339268,RideShare,Meter Off,19,No,,0,Yes
339267,RideShare,Meter Off,10,No,,0,Yes
339266,Discount Cab,Meter Off,27,No,,0,Yes
339265,Discount Cab,Meter Off,16,No,,0,Yes
339264,Discount Cab,Meter Off,18,No,DC10,10,No
339263,Discount Cab,Meter Off,38,No,,0,Yes
339262,RideShare,Meter Off,6,No,PHOENIX,10,Yes
339261,Discount Cab,Meter Off,31,No,,0,Yes
339260,Discount Cab,Unable To Auth,0,No,,,
339259,Discount Cab,Meter Off,11,No,,0,Yes
339258,Discount Cab,Meter Off,50,No,,0,Yes
339257,Discount Cab,Meter Off,9,No,FB10,10,Yes
339256,Discount Cab,Unable To Auth,0,No,,,
339255,RideShare,Unable To Auth,0,No,,,
339253,Discount Cab,Unable To Auth,0,No,,,
339252,Discount Cab,Meter Off,6,No,DC10,10,No
339251,Discount Cab,Meter Off,26,No,,0,Yes
339250,Discount Cab,Meter Off,35,No,1401094,10,Yes
339249,RideShare,Meter Off,12,No,,0,Yes
339248,RideShare,Meter Off,0,No,1110124,6,No
339247,RideShare,Meter Off,5,No,HAPPY,2,Yes
339246,Discount Cab,Unable To Auth,0,No,,,
339245,Discount Cab,Meter Off,11,No,,0,Yes
339244,Discount Cab,Meter Off,28,No,,0,Yes
339243,Discount Cab,Meter Off,51,Yes,DC10,10,No
339242,RideShare,Unable To Auth,0,No,,,
339241,Discount Cab,Meter Off,0,No,DC10,10,No
339240,Discount Cab,Cancelled,0,No,,,
339239,Discount Cab,Meter Off,9,No,,0,Yes
339238,RideShare,Meter Off,10,No,,0,Yes
339237,RideShare,Meter Off,9,No,,0,Yes
339236,Discount Cab,Meter Off,15,No,,0,Yes
339235,Discount Cab,Meter Off,19,No,,0,Yes
339234,RideShare,Meter Off,6,No,,0,Yes
339233,Discount Cab,Cancelled,0,No,,,
339232,RideShare,Cancelled,0,No,,,
339231,Accessible Van,Unable To Auth,0,No,,,
339230,Discount Cab,Meter Off,14,No,1403101,10,Yes
339229,RideShare,Meter Off,6,No,,0,Yes
339228,RideShare,Meter Off,17,No,,0,Yes
339227,RideShare,Meter Off,6,No,,0,Yes
339226,Black,Meter Off,0,No,FREEBWIN1,72,Yes
339225,Discount Cab,Meter Off,9,No,DC10,10,No
339224,Discount Cab,Cancelled,10,No,,,
339223,Discount Cab,Cancelled,0,No,,,
339222,Discount Cab,Meter Off,23,No,,0,Yes
339221,RideShare,Meter Off,23,No,PHOENIX,10,No
339220,Accessible Van,Unable To Auth,0,No,,,
339219,RideShare,Meter Off,22,No,GAME,10,Yes
339217,Discount Cab,Meter Off,12,No,,0,Yes
339216,Discount Cab,Meter Off,0,No,DC10,10,Yes
339215,RideShare,Cancelled,0,No,,,
339214,Accessible Van,Unable To Match,0,No,,,
339213,Accessible Van,Unable To Match,0,No,,,
339212,RideShare,Meter Off,1,No,1411040,10,Yes
339211,Discount Cab,Meter Off,2,No,DC10,10,Yes
339210,Discount Cab,Meter Off,14,No,,0,Yes
339209,Discount Cab,Cancelled,0,No,,,
339208,Discount Cab,Meter Off,0,No,HOLIDAY,15,No
339207,Discount Cab,Meter Off,18,No,,0,Yes
339206,Discount Cab,Meter Off,13,No,,0,Yes
339205,RideShare,Meter Off,13,No,,0,Yes
339204,Discount Cab,Cancelled,10,No,,,
339203,Discount Cab,Meter Off,9,No,,0,Yes
339202,Discount Cab,Meter Off,14,No,,0,Yes
339201,Discount Cab,Meter Off,89,No,,0,Yes
339200,Discount Cab,Meter Off,33,No,,0,Yes
339199,Discount Cab,Unable To Auth,0,No,,,
339198,Discount Cab,Meter Off,14,No,,0,Yes
339197,Discount Cab,Meter Off,20,No,,0,Yes
339196,RideShare,Meter Off,27,No,,0,Yes
339195,Accessible Van,Unable To Match,0,No,,,
339193,Discount Cab,Meter Off,12,No,,0,Yes
339192,Discount Cab,Meter Off,10,No,,0,Yes
339191,RideShare,Meter Off,0,No,SPRING10,10,Yes
339190,Discount Cab,Meter Off,14,No,1501067,10,Yes
339189,Discount Cab,Unable To Auth,0,No,,,
339188,SUV,Meter Off,0,No,FREEBWIN1,20,Yes
339187,Discount Cab,Meter Off,5,Yes,DC10,10,No
339186,RideShare,Meter Off,0,No,PHOENIX,9,Yes
339185,Discount Cab,Meter Off,23,No,,0,Yes
339184,Discount Cab,Meter Off,45,No,,0,Yes
339183,RideShare,Unable To Auth,0,No,,,
339182,Discount Cab,Meter Off,16,No,,0,Yes
339181,Discount Cab,Meter Off,40,No,,0,Yes
339180,Discount Cab,Meter Off,28,Yes,,0,Yes
339179,Discount Cab,Meter Off,17,No,,0,Yes
339178,Discount Cab,Meter Off,74,No,,0,Yes
339177,Discount Cab,Meter Off,12,No,,0,Yes
339176,Discount Cab,Meter Off,28,No,,0,Yes
339175,RideShare,Meter Off,6,No,DC10,10,No
339174,Discount Cab,Meter Off,24,No,,0,Yes
339173,RideShare,Unable To Auth,0,No,,,
339172,Discount Cab,Meter Off,25,No,,0,Yes
339171,Discount Cab,Meter Off,0,No,DC10,8,No
339170,RideShare,Meter Off,0,No,OPEN,7,Yes
339169,Discount Cab,Meter Off,5,No,HOLIDAY,20,No
339168,Discount Cab,Meter Off,9,No,,0,Yes
339167,Discount Cab,Meter Off,44,No,BIGGAME,10,Yes
339166,Discount Cab,Meter Off,13,No,,0,Yes
339165,Accessible Van,Meter Off,91,No,DCWEB,24,Yes
339164,RideShare,Meter Off,6,No,,0,Yes
339163,Discount Cab,Meter Off,12,No,,0,Yes
339162,RideShare,Meter Off,17,No,OPEN,10,Yes
339161,Discount Cab,Meter Off,13,No,DC10,10,Yes
339160,Discount Cab,Meter Off,11,No,,0,Yes
339159,Discount Cab,Cancelled,0,No,,,
339158,Discount Cab,Cancelled,0,No,,,
339157,Black,Meter Off,0,No,2pbemployee,24,Yes
339156,RideShare,Meter Off,22,No,,0,Yes
339155,Black,Cancelled,0,Yes,,,
339154,RideShare,Unable To Auth,0,No,,,
339153,Discount Cab,Unable To Auth,0,No,,,
339152,Discount Cab,Meter Off,45,No,,0,Yes
339151,Discount Cab,Meter Off,14,No,,0,Yes
339150,Discount Cab,Meter Off,11,No,,0,Yes
339149,Discount Cab,Unable To Auth,0,No,,,
339148,Discount Cab,Meter Off,18,No,,0,Yes
339147,Discount Cab,Meter Off,11,No,1408181,10,No
339146,RideShare,Meter Off,10,No,,0,Yes
339145,Black,Meter Off,0,No,2pbemployee,10,Yes
339144,RideShare,Meter Off,11,No,DC10,10,No
339143,RideShare,Cancelled,10,No,,,
339142,Discount Cab,Cancelled,0,No,,,
339141,Discount Cab,Unable To Auth,0,No,,,
339140,RideShare,Meter Off,6,No,,0,Yes
339139,Discount Cab,Meter Off,14,No,,0,Yes
339138,Black,Meter Off,0,No,2pbemployee,10,Yes
339137,Cab,Cancelled,0,No,,,
339136,RideShare,Meter Off,7,No,,0,Yes
339135,Discount Cab,Meter Off,11,No,HOLIDAY,20,Yes
339134,Discount Cab,Meter Off,39,No,DC10,10,No
339133,Discount Cab,Meter Off,30,No,,0,Yes
339132,Discount Cab,Meter Off,12,No,OLDTOWN20,20,Yes
339131,Discount Cab,Meter Off,6,No,FB10,10,Yes
339130,RideShare,Meter Off,0,No,DEVILS10,8,No
339129,Discount Cab,Meter Off,8,No,,0,Yes
339128,RideShare,Unable To Auth,0,No,,,
339127,SUV,Unable To Auth,0,No,,,
339126,Discount Cab,Meter Off,17,No,,0,Yes
339125,RideShare,Meter Off,6,No,,0,Yes
339124,Discount Cab,Unable To Auth,0,No,,,
339123,RideShare,Meter Off,0,No,OPEN,7,Yes
339122,Discount Cab,Meter Off,13,No,,0,Yes
339120,Discount Cab,Meter Off,2,No,DEVILS20,20,No
339119,Discount Cab,Meter Off,18,No,,0,Yes
339118,Discount Cab,Meter Off,4,No,DEVILS20,20,No
339117,Discount Cab,Meter Off,27,No,,0,Yes
339116,RideShare,Meter Off,45,No,,0,Yes
339115,RideShare,Meter Off,6,No,,0,Yes
339114,Discount Cab,Meter Off,17,No,,0,Yes
339113,RideShare,Meter Off,11,No,,0,Yes
339112,RideShare,Meter Off,15,No,,0,Yes
339111,Discount Cab,Meter Off,29,No,ASUINSIDER,20,No
339110,Discount Cab,Meter Off,67,No,,0,Yes
339109,RideShare,Meter Off,7,No,,0,Yes
339108,RideShare,Unable To Auth,0,No,,,
339107,Discount Cab,Meter Off,9,No,,0,Yes
339106,Discount Cab,Meter Off,29,No,,0,Yes
339105,Discount Cab,Meter Off,25,No,,0,Yes
339104,Discount Cab,Meter Off,13,No,1209119,10,Yes
339103,RideShare,Meter Off,6,No,,0,Yes
339102,Discount Cab,Meter Off,38,No,DC10,10,No
339101,Discount Cab,Meter Off,11,No,,0,Yes
339100,RideShare,Meter Off,0,No,HOLIDAY,16,Yes
339099,Discount Cab,Meter Off,23,No,,0,Yes
339098,RideShare,Meter Off,0,No,EAST,18,Yes
339097,RideShare,Cancelled,0,No,,,
339096,Discount Cab,Meter Off,36,No,,0,Yes
339095,Discount Cab,Meter Off,22,No,,0,Yes
339094,RideShare,Meter Off,6,No,,0,Yes
339093,RideShare,Meter Off,0,No,1412073,7,No
339092,Discount Cab,Meter Off,17,No,,0,Yes
339091,Discount Cab,Meter Off,0,Yes,,0,Yes
339090,Discount Cab,Meter Off,17,No,,0,Yes
339089,SUV,Meter Off,0,No,FREEBWIN1,74,Yes
339088,Discount Cab,Cancelled,0,No,,,
339087,RideShare,Meter Off,2,No,DC10,10,No
339086,Discount Cab,Meter Off,25,No,,0,Yes
339085,Discount Cab,Unable To Auth,0,No,,,
339084,RideShare,Meter Off,10,No,,0,Yes
339083,Discount Cab,Meter Off,57,No,,0,Yes
339082,Discount Cab,Meter Off,28,No,,0,Yes
339081,RideShare,Meter Off,11,Yes,,0,Yes
339080,RideShare,Cancelled,0,No,,,
339079,Discount Cab,Meter Off,27,No,,0,Yes
339078,Discount Cab,Meter Off,58,No,,0,Yes
339077,RideShare,Meter Off,13,No,,0,Yes
339076,Discount Cab,Meter Off,19,No,DC10,10,No
339075,Discount Cab,Meter Off,36,No,,0,Yes
339074,Discount Cab,Meter Off,17,No,,0,Yes
339073,Discount Cab,Meter Off,11,No,,0,Yes
339072,Discount Cab,Meter Off,5,No,DC10,10,No
339071,Discount Cab,Meter Off,9,No,,0,Yes
339070,Discount Cab,Meter Off,28,No,,0,Yes
339069,Discount Cab,Unable To Auth,0,No,,,
339068,RideShare,Meter Off,0,No,1401094,9,Yes
339067,Discount Cab,Meter Off,7,No,BIGGAME,10,Yes
339066,Discount Cab,Meter Off,9,No,PHOENIX,10,Yes
339064,Discount Cab,Meter Off,11,No,BIGGAME,10,Yes
339063,Discount Cab,Meter Off,8,No,,0,Yes
339062,Discount Cab,Unable To Auth,0,No,,,
339061,Discount Cab,Meter Off,16,No,,0,Yes
339060,Discount Cab,Cancelled,0,No,,,
339059,Discount Cab,Cancelled,0,No,,,
339058,Discount Cab,Meter Off,20,No,DC10,10,No
339057,Discount Cab,Cancelled,0,No,,,
339056,Discount Cab,Meter Off,4,No,1401115,10,No
339055,Discount Cab,Meter Off,25,No,,0,Yes
339054,RideShare,Meter Off,0,No,DC10,9,No
339053,Discount Cab,Meter Off,8,No,DC10,10,Yes
339052,RideShare,Meter Off,6,No,,0,Yes
339051,Discount Cab,Meter Off,18,No,,0,Yes
339050,RideShare,Meter Off,14,No,,0,Yes
339049,Discount Cab,Meter Off,13,No,,0,Yes
339048,Discount Cab,Unable To Auth,0,No,,,
339047,Discount Cab,Unable To Auth,0,No,,,
339046,Discount Cab,Unable To Auth,0,No,,,
339045,RideShare,Meter Off,13,No,EMPLOYEE,10,Yes
339044,Discount Cab,Meter Off,10,No,EMPLOYEE,10,No
339043,Black,Meter Off,0,No,FREEBWIN1,66,Yes
339042,Discount Cab,Unable To Auth,0,No,,,
339041,RideShare,Unable To Auth,0,No,,,
339040,RideShare,Unable To Auth,0,No,,,
339039,Discount Cab,Meter Off,1,No,PHOENIX,10,Yes
339038,Discount Cab,Unable To Auth,0,No,,,
339037,Discount Cab,Meter Off,19,No,,0,Yes
339036,Discount Cab,Unable To Auth,0,No,,,
339035,RideShare,Meter Off,25,No,,0,Yes
339034,Discount Cab,Meter Off,11,No,,0,Yes
339033,Discount Cab,Meter Off,15,No,,0,Yes
339032,Discount Cab,Meter Off,36,No,,0,Yes
339031,Discount Cab,Meter Off,14,No,,0,Yes
339030,RideShare,Meter Off,8,No,,0,Yes
339029,Discount Cab,Meter Off,9,No,,0,Yes
339028,Discount Cab,Meter Off,24,No,,0,Yes
339027,Discount Cab,Meter Off,21,No,,0,Yes
339026,Discount Cab,Meter Off,15,No,EAST,20,Yes
339025,Discount Cab,Meter Off,9,No,,0,Yes
339024,Discount Cab,Unable To Match,0,No,,,
339023,Discount Cab,Meter Off,36,No,TRYUS,10,Yes
339022,Discount Cab,Unable To Match,0,No,,,
339021,RideShare,Unable To Match,0,No,,,
339020,Discount Cab,Unable To Match,0,No,,,
339019,Discount Cab,Meter Off,25,No,DC10,10,No
339018,Discount Cab,Unable To Match,0,No,,,
339017,Discount Cab,Meter Off,25,No,,0,Yes
339016,Discount Cab,Meter Off,25,No,,0,Yes
339015,Discount Cab,Meter Off,5,No,57392,10,Yes
339014,Discount Cab,Cancelled,0,No,,,
339013,Discount Cab,Meter Off,11,No,,0,Yes
339012,Discount Cab,Cancelled,0,No,,,
339011,Discount Cab,Meter Off,12,No,,0,Yes
339010,Discount Cab,Cancelled,0,Yes,,,
339009,Discount Cab,Cancelled,0,No,,,
339008,Discount Cab,Meter Off,35,No,DC10,10,No
339006,RideShare,Cancelled,0,No,,,
339005,Black,Meter Off,0,No,FREEBWIN1,11,Yes
339004,RideShare,Unable To Match,0,No,,,
339003,RideShare,Unable To Match,0,No,,,
339002,Discount Cab,Meter Off,13,No,,0,Yes
339001,RideShare,Meter Off,0,No,HOLIDAY,13,Yes
339000,Discount Cab,Meter Off,27,No,,0,Yes
338999,RideShare,Meter Off,11,No,DC10,10,No
338998,Discount Cab,Unable To Auth,0,No,,,
338997,RideShare,Meter Off,2,No,1106162,10,Yes
338996,Discount Cab,Meter Off,26,No,,0,Yes
338995,Discount Cab,Meter Off,9,No,,0,Yes
338994,Discount Cab,Meter Off,21,No,,0,Yes
338993,Discount Cab,Meter Off,20,No,,0,Yes
338992,Discount Cab,Unable To Match,0,No,,,
338991,Discount Cab,Meter Off,20,No,,0,Yes
338990,Discount Cab,Meter Off,15,No,,0,Yes
338989,RideShare,Unable To Auth,0,No,,,
338988,Discount Cab,Meter Off,17,No,,0,Yes
338987,RideShare,Meter Off,6,No,,0,Yes
338986,Discount Cab,Unable To Auth,0,No,,,
338985,Discount Cab,Meter Off,9,No,,0,Yes
338984,Discount Cab,Meter Off,17,No,,0,Yes
338983,Discount Cab,Meter Off,81,No,,0,Yes
338982,Discount Cab,Meter Off,21,No,,0,Yes
338981,RideShare,Meter Off,19,No,HAPPY,6,Yes
338980,Discount Cab,Meter Off,13,No,,0,Yes
338979,Discount Cab,Meter Off,13,No,,0,Yes
338978,Discount Cab,Meter Off,16,No,,0,Yes
338977,Discount Cab,Cancelled,10,No,,,
338976,Discount Cab,Cancelled,10,No,,,
338975,Discount Cab,Unable To Match,0,No,,,
